||||Sütunlar|
|||2018|640.0|
|||2019|730.0|
|||2020|618.0|
||İstanbul-TR10|2001|2819.0|
|||2002|3075.0|
|||2003|2915.0|
|||2004|3047.0|
|||2005|3367.0|
|||2006|3195.0|
|||2007|3162.0|
|||2008|2989.0|
|||2009|3528.0|
|||2010|3589.0|
|||2011|3752.0|
|||2012|3914.0|
|||2013|3847.0|
|||2014|4234.0|
|||2015|4130.0|
|||2016|4130.0|
|||2017|4315.0|
|||2018|4712.0|
|||2019|5169.0|
|||2020|4370.0|
||İzmir-TR31|2001|1123.0|
|||2002|1122.0|
|||2003|1006.0|
|||2004|1128.0|
|||2005|1190.0|
|||2006|1194.0|
|||2007|1161.0|
|||2008|1215.0|
|||2009|1410.0|
|||2010|1405.0|
|||2011|1491.0|
|||2012|1426.0|
|||2013|1383.0|
|||2014|1567.0|
|||2015|1608.0|
|||2016|1565.0|
|||2017|1484.0|
|||2018|1745.0|
|||2019|1921.0|
|||2020|1535.0|
||Kastamonu, Çankırı, Sinop-TR82|2001|158.0|
|||2002|184.0|
|||2003|169.0|
|||2004|131.0|
|||2005|144.0|
|||2006|143.0|
|||2007|125.0|
|||2008|130.0|
|||2009|141.0|
|||2010|148.0|
|||2011|146.0|
|||2012|147.0|
|||2013|137.0|
|||2014|141.0|
|||2015|127.0|
|||2016|128.0|
|||2017|126.0|
|||2018|172.0|
|||2019|175.0|
|||2020|156.0|
||Kayseri, Sivas, Yozgat-TR72|2001|536.0|
|||2002|558.0|
|||2003|562.0|
|||2004|458.0|
|||2005|509.0|
|||2006|449.0|
|||2007|442.0|
|||2008|396.0|
|||2009|426.0|
|||2010|434.0|
|||2011|423.0|
|||2012|474.0|
|||2013|395.0|
|||2014|554.0|
|||2015|520.0|
|||2016|484.0|
|||2017|501.0|
|||2018|531.0|
|||2019|483.0|
|||2020|502.0|
||Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71|2001|534.0|
|||2002|539.0|
|||2003|527.0|
|||2004|473.0|
|||2005|414.0|
|||2006|441.0|
|||2007|376.0|
|||2008|449.0|
|||2009|431.0|
|||2010|421.0|
|||2011|376.0|
|||2012|343.0|
|||2013|329.0|
|||2014|344.0|
|||2015|378.0|
|||2016|318.0|
|||2017|319.0|
|||2018|350.0|
|||2019|366.0|
|||2020|365.0|
||Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42|2001|468.0|
|||2002|520.0|
|||2003|516.0|
|||2004|424.0|
|||2005|557.0|
|||2006|483.0|
|||2007|482.0|
|||2008|493.0|
|||2009|587.0|
|||2010|627.0|
|||2011|633.0|
|||2012|622.0|
|||2013|718.0|
|||2014|716.0|
|||2015|722.0|
|||2016|723.0|
|||2017|796.0|
|||2018|889.0|
|||2019|1015.0|
|||2020|954.0|
||Konya, Karaman-TR52|2001|602.0|
|||2002|514.0|
|||2003|540.0|
|||2004|553.0|
|||2005|455.0|
|||2006|510.0|
|||2007|462.0|
|||2008|463.0|
|||2009|521.0|
|||2010|534.0|
|||2011|580.0|
|||2012|537.0|
|||2013|544.0|
|||2014|549.0|
|||2015|512.0|
|||2016|527.0|
|||2017|538.0|
|||2018|600.0|
|||2019|610.0|
|||2020|594.0|
||Malatya, Elazığ, Bingöl, Tunceli-TRB1|2001|238.0|
|||2002|259.0|
|||2003|299.0|
|||2004|263.0|
|||2005|248.0|
|||2006|247.0|
|||2007|276.0|
|||2008|262.0|
|||2009|280.0|
|||2010|263.0|
|||2011|255.0|
|||2012|279.0|
|||2013|282.0|
|||2014|296.0|
|||2015|274.0|
|||2016|293.0|
|||2017|295.0|
|||2018|331.0|
|||2019|355.0|
|||2020|360.0|
||Manisa, Afyonkarahisar, Kütahya, Uşak-TR33|2001|715.0|
|||2002|691.0|
|||2003|647.0|
|||2004|580.0|
|||2005|573.0|
|||2006|540.0|
|||2007|584.0|
|||2008|582.0|
|||2009|614.0|
|||2010|599.0|
|||2011|570.0|
|||2012|619.0|
|||2013|587.0|
|||2014|622.0|
|||2015|624.0|
|||2016|558.0|
|||2017|581.0|
|||2018|694.0|
|||2019|792.0|
|||2020|690.0|
||Mardin, Batman, Şırnak, Siirt-TRC3|2001|61.0|
|||2002|73.0|
|||2003|86.0|
|||2004|72.0|
|||2005|86.0|
|||2006|76.0|
|||2007|78.0|
|||2008|80.0|
|||2009|86.0|
|||2010|101.0|
|||2011|99.0|
|||2012|123.0|
|||2013|120.0|
|||2014|138.0|
|||2015|149.0|
|||2016|102.0|
|||2017|109.0|
|||2018|161.0|
|||2019|200.0|
|||2020|148.0|
||Samsun, Tokat, Çorum, Amasya-TR83|2001|511.0|
|||2002|573.0|
|||2003|576.0|
|||2004|548.0|
|||2005|505.0|
|||2006|467.0|
|||2007|443.0|
|||2008|444.0|
|||2009|498.0|
|||2010|505.0|
|||2011|464.0|
|||2012|497.0|
|||2013|498.0|
|||2014|475.0|
|||2015|519.0|
|||2016|451.0|
|||2017|514.0|
|||2018|542.0|
|||2019|597.0|
|||2020|525.0|
||Şanlıurfa, Diyarbakır-TRC2|2001|124.0|
|||2002|189.0|
|||2003|212.0|
|||2004|248.0|
|||2005|251.0|
|||2006|254.0|
|||2007|250.0|
|||2008|236.0|
|||2009|305.0|
|||2010|247.0|
|||2011|238.0|
|||2012|277.0|
|||2013|304.0|
|||2014|382.0|
|||2015|320.0|
|||2016|310.0|
|||2017|329.0|
|||2018|399.0|
|||2019|513.0|
|||2020|391.0|
||Tekirdağ, Edirne, Kırklareli-TR21|2001|204.0|
|||2002|201.0|
|||2003|209.0|
|||2004|240.0|
|||2005|249.0|
|||2006|252.0|
|||2007|237.0|
|||2008|271.0|
|||2009|318.0|
|||2010|346.0|
|||2011|322.0|
|||2012|323.0|
|||2013|345.0|
|||2014|367.0|
|||2015|371.0|
|||2016|407.0|
|||2017|435.0|
|||2018|469.0|
|||2019|528.0|
|||2020|439.0|
||Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90|2001|437.0|
|||2002|526.0|
|||2003|485.0|
|||2004|462.0|
|||2005|372.0|
|||2006|352.0|
|||2007|307.0|
|||2008|298.0|
|||2009|327.0|
|||2010|326.0|
|||2011|322.0|
|||2012|339.0|
|||2013|318.0|
|||2014|330.0|
|||2015|326.0|
|||2016|279.0|
|||2017|318.0|
|||2018|392.0|
|||2019|413.0|
|||2020|353.0|
||Van, Muş, Bitlis, Hakkari-TRB2|2001|38.0|
|||2002|37.0|
|||2003|56.0|
|||2004|48.0|
|||2005|54.0|
|||2006|64.0|
|||2007|58.0|
|||2008|46.0|
|||2009|73.0|
|||2010|69.0|
|||2011|61.0|
|||2012|64.0|
|||2013|83.0|
|||2014|96.0|
|||2015|92.0|
|||2016|96.0|
|||2017|101.0|
|||2018|124.0|
|||2019|122.0|
|||2020|119.0|
||Zonguldak, Karabük, Bartın-TR81|2001|389.0|
|||2002|410.0|
|||2003|439.0|
|||2004|335.0|
|||2005|310.0|
|||2006|301.0|
|||2007|287.0|
|||2008|313.0|
|||2009|298.0|
|||2010|258.0|
|||2011|232.0|
|||2012|252.0|
|||2013|216.0|
|||2014|254.0|
|||2015|239.0|
|||2016|254.0|
|||2017|217.0|
|||2018|284.0|
|||2019|338.0|
|||2020|239.0|
|Eşlerin yaş farkı:Yaşları Eşit|Adana, Mersin-TR62|2001|440.0|
|||2002|428.0|
|||2003|372.0|
|||2004|390.0|
|||2005|364.0|
|||2006|359.0|
|||2007|392.0|
|||2008|333.0|
|||2009|380.0|
|||2010|406.0|
|||2011|404.0|
|||2012|438.0|
|||2013|433.0|
|||2014|461.0|
|||2015|506.0|
|||2016|505.0|
|||2017|487.0|
|||2018|553.0|
|||2019|617.0|
|||2020|581.0|
||Ağrı, Kars, Iğdır, Ardahan-TRA2|2001|62.0|
|||2002|69.0|
|||2003|73.0|
|||2004|64.0|
|||2005|49.0|
|||2006|57.0|
|||2007|54.0|
|||2008|28.0|
|||2009|29.0|
|||2010|38.0|
|||2011|24.0|
|||2012|32.0|
|||2013|34.0|
|||2014|30.0|
|||2015|26.0|
|||2016|33.0|
|||2017|30.0|
|||2018|45.0|
|||2019|54.0|
|||2020|43.0|
||Ankara-TR51|2001|801.0|
|||2002|759.0|
|||2003|662.0|
|||2004|680.0|
|||2005|697.0|
|||2006|719.0|
|||2007|764.0|
|||2008|649.0|
|||2009|701.0|
|||2010|742.0|
|||2011|742.0|
|||2012|806.0|
|||2013|809.0|
|||2014|795.0|
|||2015|791.0|
|||2016|746.0|
|||2017|825.0|
|||2018|965.0|
|||2019|1061.0|
|||2020|842.0|
||Antalya, Isparta, Burdur-TR61|2001|401.0|
|||2002|367.0|
|||2003|368.0|
|||2004|376.0|
|||2005|351.0|
|||2006|405.0|
|||2007|387.0|
|||2008|354.0|
|||2009|398.0|
|||2010|388.0|
|||2011|381.0|
|||2012|386.0|
|||2013|443.0|
|||2014|438.0|
|||2015|447.0|
|||2016|421.0|
|||2017|463.0|
|||2018|522.0|
|||2019|596.0|
|||2020|511.0|
||Aydın, Denizli, Muğla-TR32|2001|404.0|
|||2002|354.0|
|||2003|414.0|
|||2004|371.0|
|||2005|390.0|
|||2006|408.0|
|||2007|407.0|
|||2008|322.0|
|||2009|367.0|
|||2010|353.0|
|||2011|358.0|
|||2012|410.0|
|||2013|383.0|
|||2014|398.0|
|||2015|428.0|
|||2016|417.0|
|||2017|442.0|
|||2018|459.0|
|||2019|492.0|
|||2020|493.0|
||Balıkesir, Çanakkale-TR22|2001|166.0|
|||2002|186.0|
|||2003|177.0|
|||2004|149.0|
|||2005|157.0|
|||2006|155.0|
|||2007|191.0|
|||2008|150.0|
|||2009|175.0|
|||2010|168.0|
|||2011|177.0|
|||2012|163.0|
|||2013|185.0|
|||2014|212.0|
|||2015|221.0|
|||2016|221.0|
|||2017|208.0|
|||2018|234.0|
|||2019|275.0|
|||2020|228.0|
||Bursa, Eskişehir, Bilecik-TR41|2001|344.0|
|||2002|326.0|
|||2003|313.0|
|||2004|314.0|
|||2005|340.0|
|||2006|328.0|
|||2007|391.0|
|||2008|355.0|
|||2009|355.0|
|||2010|386.0|
|||2011|463.0|
|||2012|456.0|
|||2013|446.0|
|||2014|487.0|
|||2015|489.0|
|||2016|511.0|
|||2017|538.0|
|||2018|585.0|
|||2019|581.0|
|||2020|575.0|
||Erzurum, Erzincan, Bayburt-TRA1|2001|65.0|
|||2002|73.0|
|||2003|69.0|
|||2004|68.0|
|||2005|58.0|
|||2006|59.0|
|||2007|67.0|
|||2008|37.0|
|||2009|47.0|
|||2010|52.0|
|||2011|42.0|
|||2012|58.0|
|||2013|47.0|
|||2014|34.0|
|||2015|58.0|
|||2016|55.0|
|||2017|51.0|
|||2018|59.0|
|||2019|85.0|
|||2020|37.0|
||Gaziantep, Adıyaman, Kilis-TRC1|2001|293.0|
|||2002|274.0|
|||2003|290.0|
|||2004|252.0|
|||2005|241.0|
|||2006|243.0|
|||2007|255.0|
|||2008|121.0|
|||2009|149.0|
|||2010|144.0|
|||2011|157.0|
|||2012|180.0|
|||2013|162.0|
|||2014|175.0|
|||2015|182.0|
|||2016|165.0|
|||2017|185.0|
|||2018|213.0|
|||2019|261.0|
|||2020|224.0|
||Hatay, Kahramanmaraş, Osmaniye-TR63|2001|313.0|
|||2002|305.0|
|||2003|299.0|
|||2004|311.0|
|||2005|313.0|
|||2006|271.0|
|||2007|279.0|
|||2008|202.0|
|||2009|210.0|
|||2010|215.0|
|||2011|220.0|
|||2012|213.0|
|||2013|218.0|
|||2014|194.0|
|||2015|231.0|
|||2016|238.0|
|||2017|235.0|
|||2018|246.0|
|||2019|298.0|
|||2020|281.0|
||İstanbul-TR10|2001|1761.0|
|||2002|1778.0|
|||2003|1405.0|
|||2004|1526.0|
|||2005|1712.0|
|||2006|1756.0|
|||2007|1701.0|
|||2008|1380.0|
|||2009|1637.0|
|||2010|1693.0|
|||2011|1842.0|
|||2012|1866.0|
|||2013|1915.0|
|||2014|2048.0|
|||2015|2049.0|
|||2016|1951.0|
|||2017|2136.0|
|||2018|2373.0|
|||2019|2557.0|
|||2020|2189.0|
||İzmir-TR31|2001|708.0|
|||2002|571.0|
|||2003|558.0|
|||2004|605.0|
|||2005|628.0|
|||2006|677.0|
|||2007|686.0|
|||2008|601.0|
|||2009|650.0|
|||2010|683.0|
|||2011|757.0|
|||2012|733.0|
|||2013|727.0|
|||2014|732.0|
|||2015|801.0|
|||2016|746.0|
|||2017|808.0|
|||2018|874.0|
|||2019|934.0|
|||2020|832.0|
||Kastamonu, Çankırı, Sinop-TR82|2001|85.0|
|||2002|65.0|
|||2003|70.0|
|||2004|64.0|
|||2005|71.0|
|||2006|71.0|
|||2007|58.0|
|||2008|61.0|
|||2009|55.0|
|||2010|55.0|
|||2011|69.0|
|||2012|62.0|
|||2013|55.0|
|||2014|57.0|
|||2015|56.0|
|||2016|54.0|
|||2017|61.0|
|||2018|77.0|
|||2019|80.0|
|||2020|75.0|
||Kayseri, Sivas, Yozgat-TR72|2001|386.0|
|||2002|395.0|
|||2003|373.0|
|||2004|368.0|
|||2005|349.0|
|||2006|327.0|
|||2007|324.0|
|||2008|157.0|
|||2009|184.0|
|||2010|205.0|
|||2011|163.0|
|||2012|204.0|
|||2013|202.0|
|||2014|244.0|
|||2015|238.0|
|||2016|214.0|
|||2017|202.0|
|||2018|254.0|
|||2019|255.0|
|||2020|259.0|
||Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71|2001|372.0|
|||2002|384.0|
|||2003|338.0|
|||2004|293.0|
|||2005|368.0|
|||2006|291.0|
|||2007|303.0|
|||2008|145.0|
|||2009|180.0|
|||2010|168.0|
|||2011|172.0|
|||2012|171.0|
|||2013|167.0|
|||2014|168.0|
|||2015|180.0|
|||2016|163.0|
|||2017|140.0|
|||2018|171.0|
|||2019|200.0|
|||2020|191.0|
||Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42|2001|316.0|
|||2002|278.0|
|||2003|290.0|
|||2004|278.0|
|||2005|308.0|
|||2006|268.0|
|||2007|281.0|
|||2008|255.0|
|||2009|300.0|
|||2010|310.0|
|||2011|326.0|
|||2012|328.0|
|||2013|406.0|
|||2014|372.0|
|||2015|367.0|
|||2016|341.0|
|||2017|420.0|
|||2018|457.0|
|||2019|533.0|
|||2020|487.0|
||Konya, Karaman-TR52|2001|512.0|
|||2002|444.0|
|||2003|476.0|
|||2004|492.0|
|||2005|456.0|
|||2006|451.0|
|||2007|413.0|
|||2008|192.0|
|||2009|278.0|
|||2010|283.0|
|||2011|270.0|
|||2012|286.0|
|||2013|245.0|
|||2014|289.0|
|||2015|282.0|
|||2016|284.0|
|||2017|272.0|
|||2018|301.0|
|||2019|311.0|
|||2020|296.0|
||Malatya, Elazığ, Bingöl, Tunceli-TRB1|2001|240.0|
|||2002|248.0|
|||2003|255.0|
|||2004|232.0|
|||2005|225.0|
|||2006|254.0|
|||2007|224.0|
|||2008|87.0|
|||2009|88.0|
|||2010|99.0|
|||2011|86.0|
|||2012|120.0|
|||2013|116.0|
|||2014|120.0|
|||2015|110.0|
|||2016|122.0|
|||2017|111.0|
|||2018|129.0|
|||2019|172.0|
|||2020|140.0|
||Manisa, Afyonkarahisar, Kütahya, Uşak-TR33|2001|522.0|
|||2002|448.0|
|||2003|438.0|
|||2004|432.0|
|||2005|403.0|
|||2006|384.0|
|||2007|369.0|
|||2008|279.0|
|||2009|323.0|
|||2010|340.0|
|||2011|326.0|
|||2012|326.0|
|||2013|299.0|
|||2014|343.0|
|||2015|346.0|
|||2016|319.0|
|||2017|316.0|
|||2018|362.0|
|||2019|439.0|
|||2020|344.0|
||Mardin, Batman, Şırnak, Siirt-TRC3|2001|39.0|
|||2002|44.0|
|||2003|27.0|
|||2004|37.0|
|||2005|42.0|
|||2006|48.0|
|||2007|42.0|
|||2008|26.0|
|||2009|32.0|
|||2010|33.0|
|||2011|32.0|
|||2012|38.0|
|||2013|46.0|
|||2014|45.0|
|||2015|46.0|
|||2016|45.0|
|||2017|53.0|
|||2018|61.0|
|||2019|57.0|
|||2020|64.0|
||Samsun, Tokat, Çorum, Amasya-TR83|2001|329.0|
|||2002|292.0|
|||2003|292.0|
|||2004|293.0|
|||2005|291.0|
|||2006|253.0|
|||2007|243.0|
|||2008|176.0|
|||2009|208.0|
|||2010|222.0|
|||2011|206.0|
|||2012|237.0|
|||2013|259.0|
|||2014|237.0|
|||2015|218.0|
|||2016|229.0|
|||2017|214.0|
|||2018|262.0|
|||2019|300.0|
|||2020|263.0|
||Şanlıurfa, Diyarbakır-TRC2|2001|165.0|
|||2002|196.0|
|||2003|220.0|
|||2004|227.0|
|||2005|200.0|
|||2006|212.0|
|||2007|211.0|
|||2008|71.0|
|||2009|88.0|
|||2010|85.0|
|||2011|88.0|
|||2012|80.0|
|||2013|101.0|
|||2014|105.0|
|||2015|120.0|
|||2016|112.0|
|||2017|130.0|
|||2018|148.0|
|||2019|177.0|
|||2020|130.0|
||Tekirdağ, Edirne, Kırklareli-TR21|2001|146.0|
|||2002|114.0|
|||2003|126.0|
|||2004|164.0|
|||2005|138.0|
|||2006|160.0|
|||2007|172.0|
|||2008|154.0|
|||2009|185.0|
|||2010|201.0|
|||2011|189.0|
|||2012|205.0|
|||2013|178.0|
|||2014|218.0|
|||2015|226.0|
|||2016|205.0|
|||2017|212.0|
|||2018|272.0|
|||2019|301.0|
|||2020|241.0|
||Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90|2001|246.0|
|||2002|266.0|
|||2003|222.0|
|||2004|225.0|
|||2005|174.0|
|||2006|207.0|
|||2007|192.0|
|||2008|125.0|
|||2009|136.0|
|||2010|129.0|
|||2011|140.0|
|||2012|142.0|
|||2013|180.0|
|||2014|154.0|
|||2015|164.0|
|||2016|146.0|
|||2017|191.0|
|||2018|175.0|
|||2019|198.0|
|||2020|189.0|
||Van, Muş, Bitlis, Hakkari-TRB2|2001|27.0|
|||2002|26.0|
|||2003|34.0|
|||2004|26.0|
|||2005|20.0|
|||2006|33.0|
|||2007|33.0|
|||2008|22.0|
|||2009|32.0|
|||2010|28.0|
|||2011|19.0|
|||2012|29.0|
|||2013|30.0|
|||2014|39.0|
|||2015|39.0|
|||2016|39.0|
|||2017|41.0|
|||2018|46.0|
|||2019|58.0|
|||2020|64.0|
||Zonguldak, Karabük, Bartın-TR81|2001|172.0|
|||2002|187.0|
|||2003|239.0|
|||2004|174.0|
|||2005|166.0|
|||2006|140.0|
|||2007|149.0|
|||2008|134.0|
|||2009|160.0|
|||2010|127.0|
|||2011|117.0|
|||2012|111.0|
|||2013|125.0|
|||2014|116.0|
|||2015|119.0|
|||2016|119.0|
|||2017|140.0|
|||2018|142.0|
|||2019|142.0|
|||2020|139.0|
|||||
